test	pin_file	area	verdict	evidence	declined_ref	pin_commit	sweep_date	confidence	source_doc
restored_conversation_with_empty_task_list_creates_in_progress_optimistic_root	app/src/ai/agent/conversation_tests.rs	app-ai	PORTABLE	RE-ADJUDICATED 2026-08-10: new_restored_synthesizing_on_empty exists (conversation.rs:443); no matching fork test yet. Also touches the now-stale DECLINED.md #376 fields. Left PORTABLE. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
restored_known_zero_cost_marks_usage_with_known_zero_baseline	app/src/ai/agent/conversation_tests.rs	app-ai	MISSING-SUBSYSTEM	New at 42effe840. All seven added tests read `conversation.usage_totals()` and assert on `ConversationUsageTotals { cost_in_cents, has_usage }`, seeded from `ConversationUsageMetadata { total_provider_cost_in_cents }`. None of that exists in the fork: `grep -rn 'fn usage_totals\|total_provider_cost_in_cents\|fn new_restored_synthesizing_on_empty' app/src crates` -> 0 hits, and the fork's `ConversationUsageMetadata` (crates/persistence/src/model.rs:1631-1641) has only was_summarized/context_window_usage/credits_spent/credits_spent_for_last_block/token_usage/tool_usage_metadata. `ConversationUsageTotals` appears in the fork only inside a doc comment (crates/warp_tui/src/usage.rs:4). Not cloud: `ServerApiProvider` is present only in the shared test-harness setup, and `update_cost_and_usage_for_request` itself does exist (app/src/ai/agent/conversation.rs:1917).		42effe840	2026-08-15	clean	issue-592-newtest-gap
restored_legacy_conversation_keeps_provider_cost_unavailable_after_follow_up	app/src/ai/agent/conversation_tests.rs	app-ai	MISSING-SUBSYSTEM	New at 42effe840. All seven added tests read `conversation.usage_totals()` and assert on `ConversationUsageTotals { cost_in_cents, has_usage }`, seeded from `ConversationUsageMetadata { total_provider_cost_in_cents }`. None of that exists in the fork: `grep -rn 'fn usage_totals\|total_provider_cost_in_cents\|fn new_restored_synthesizing_on_empty' app/src crates` -> 0 hits, and the fork's `ConversationUsageMetadata` (crates/persistence/src/model.rs:1631-1641) has only was_summarized/context_window_usage/credits_spent/credits_spent_for_last_block/token_usage/tool_usage_metadata. `ConversationUsageTotals` appears in the fork only inside a doc comment (crates/warp_tui/src/usage.rs:4). Not cloud: `ServerApiProvider` is present only in the shared test-harness setup, and `update_cost_and_usage_for_request` itself does exist (app/src/ai/agent/conversation.rs:1917).		42effe840	2026-08-15	clean	issue-592-newtest-gap
restored_metadata_with_credits_marks_usage_even_without_provider_cost	app/src/ai/agent/conversation_tests.rs	app-ai	MISSING-SUBSYSTEM	New at 42effe840. All seven added tests read `conversation.usage_totals()` and assert on `ConversationUsageTotals { cost_in_cents, has_usage }`, seeded from `ConversationUsageMetadata { total_provider_cost_in_cents }`. None of that exists in the fork: `grep -rn 'fn usage_totals\|total_provider_cost_in_cents\|fn new_restored_synthesizing_on_empty' app/src crates` -> 0 hits, and the fork's `ConversationUsageMetadata` (crates/persistence/src/model.rs:1631-1641) has only was_summarized/context_window_usage/credits_spent/credits_spent_for_last_block/token_usage/tool_usage_metadata. `ConversationUsageTotals` appears in the fork only inside a doc comment (crates/warp_tui/src/usage.rs:4). Not cloud: `ServerApiProvider` is present only in the shared test-harness setup, and `update_cost_and_usage_for_request` itself does exist (app/src/ai/agent/conversation.rs:1917).		42effe840	2026-08-15	clean	issue-592-newtest-gap
restored_usage_totals_preserve_server_provider_cost_and_add_follow_up	app/src/ai/agent/conversation_tests.rs	app-ai	MISSING-SUBSYSTEM	New at 42effe840. All seven added tests read `conversation.usage_totals()` and assert on `ConversationUsageTotals { cost_in_cents, has_usage }`, seeded from `ConversationUsageMetadata { total_provider_cost_in_cents }`. None of that exists in the fork: `grep -rn 'fn usage_totals\|total_provider_cost_in_cents\|fn new_restored_synthesizing_on_empty' app/src crates` -> 0 hits, and the fork's `ConversationUsageMetadata` (crates/persistence/src/model.rs:1631-1641) has only was_summarized/context_window_usage/credits_spent/credits_spent_for_last_block/token_usage/tool_usage_metadata. `ConversationUsageTotals` appears in the fork only inside a doc comment (crates/warp_tui/src/usage.rs:4). Not cloud: `ServerApiProvider` is present only in the shared test-harness setup, and `update_cost_and_usage_for_request` itself does exist (app/src/ai/agent/conversation.rs:1917).		42effe840	2026-08-15	clean	issue-592-newtest-gap
restored_zero_usage_metadata_keeps_footer_usage_hidden	app/src/ai/agent/conversation_tests.rs	app-ai	MISSING-SUBSYSTEM	New at 42effe840. All seven added tests read `conversation.usage_totals()` and assert on `ConversationUsageTotals { cost_in_cents, has_usage }`, seeded from `ConversationUsageMetadata { total_provider_cost_in_cents }`. None of that exists in the fork: `grep -rn 'fn usage_totals\|total_provider_cost_in_cents\|fn new_restored_synthesizing_on_empty' app/src crates` -> 0 hits, and the fork's `ConversationUsageMetadata` (crates/persistence/src/model.rs:1631-1641) has only was_summarized/context_window_usage/credits_spent/credits_spent_for_last_block/token_usage/tool_usage_metadata. `ConversationUsageTotals` appears in the fork only inside a doc comment (crates/warp_tui/src/usage.rs:4). Not cloud: `ServerApiProvider` is present only in the shared test-harness setup, and `update_cost_and_usage_for_request` itself does exist (app/src/ai/agent/conversation.rs:1917).		42effe840	2026-08-15	clean	issue-592-newtest-gap
update_cost_and_usage_resolves_custom_endpoint_alias_for_footer_usage	app/src/ai/agent/conversation_tests.rs	app-ai	DECLINED	DECLINED.md #142/#347 CustomEndpoint row. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]	#142	42effe840	2026-08-15	clean	docs/sweep/app-ai.md
update_cost_and_usage_uses_fallback_label_for_unknown_custom_endpoint	app/src/ai/agent/conversation_tests.rs	app-ai	DECLINED	DECLINED.md #142/#347 CustomEndpoint row. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]	#142	42effe840	2026-08-15	clean	docs/sweep/app-ai.md
usage_totals_reads_gui_credits_and_accumulates_provider_cost	app/src/ai/agent/conversation_tests.rs	app-ai	CLOUD	Body comments "The server's usage metadata is cumulative per conversation" and asserts on credits_spent from credits_usage_metadata(...). RE-ADJUDICATED@42effe840 2026-08-15: ASSERTION CHANGED upstream: `ConversationUsageTotals::default()` was expanded to an explicit `ConversationUsageTotals { credits_spent: 0.0, cost_in_cents: Some(0.0), has_usage: false }` -- two new fields. Verdict unchanged.		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
run_agents_result_serializes_agent_ids	app/src/ai/agent/conversation_yaml_tests.rs	app-ai	DECLINED	Already correctly bucketed by mechanical pass: RunAgents / #325.	#325	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
upload_file_artifact_tool_call_result_serializes_only_supported_success_fields	app/src/ai/agent/conversation_yaml_tests.rs	app-ai	CLOUD	Same upload-artifact-needs-a-cloud-target cluster confirmed above.		02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
test_prune_unreachable_subtasks_keeps_reachable_subtask	app/src/ai/agent/task_store_tests.rs	app-ai	PORTED	(already hand-traced in source inventory)		02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
test_prune_unreachable_subtasks_noop_when_no_subtasks	app/src/ai/agent/task_store_tests.rs	app-ai	PORTED	(already hand-traced in source inventory)		02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
test_prune_unreachable_subtasks_removes_nested_orphans	app/src/ai/agent/task_store_tests.rs	app-ai	PORTED	(already hand-traced in source inventory)		02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
test_prune_unreachable_subtasks_removes_orphan_and_its_exchanges	app/src/ai/agent/task_store_tests.rs	app-ai	PORTED	(already hand-traced in source inventory)		02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
cloud_conversation_metadata_reports_failed_load	app/src/ai/agent_conversations_model_tests.rs	app-ai	CLOUD	Fork's own get_entries() doc comment: "there are no ambient cloud runs, so this emits one entry per local conversation"; needs the fork's cloud-stripped tasks:HashMap<AmbientAgentTaskId,AmbientAgentTask> / AgentSource::{ [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: `ExecutionLocation` added to the `crate::ai::ambient_agents` import, the task fixture gained `execution_location: None`, and the usage fixture gained `total_provider_cost_in_cents: None` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
local_conversation_sync_finishes_initial_load_without_starting_cloud_load	app/src/ai/agent_conversations_model_tests.rs	app-ai	CLOUD	Fork's own get_entries() doc comment: "there are no ambient cloud runs, so this emits one entry per local conversation"; needs the fork's cloud-stripped tasks:HashMap<AmbientAgentTaskId,AmbientAgentTask> / AgentSource::{ [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: `ExecutionLocation` added to the `crate::ai::ambient_agents` import, the task fixture gained `execution_location: None`, and the usage fixture gained `total_provider_cost_in_cents: None` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
rtc_task_refresh_pending_timestamp_keeps_earliest_timestamp	app/src/ai/agent_conversations_model_tests.rs	app-ai	CLOUD	Fork's own get_entries() doc comment: "there are no ambient cloud runs, so this emits one entry per local conversation"; needs the fork's cloud-stripped tasks:HashMap<AmbientAgentTaskId,AmbientAgentTask> / AgentSource::{ [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: `ExecutionLocation` added to the `crate::ai::ambient_agents` import, the task fixture gained `execution_location: None`, and the usage fixture gained `total_provider_cost_in_cents: None` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
rtc_task_refresh_pending_timestamp_records_first_timestamp	app/src/ai/agent_conversations_model_tests.rs	app-ai	CLOUD	Fork's own get_entries() doc comment: "there are no ambient cloud runs, so this emits one entry per local conversation"; needs the fork's cloud-stripped tasks:HashMap<AmbientAgentTaskId,AmbientAgentTask> / AgentSource::{ [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical) and it still exists upstream under this exact name, so the verdict carries forward on that mechanical evidence. But the file's shared non-test region DID change: `ExecutionLocation` added to the `crate::ai::ambient_agents` import, the task fixture gained `execution_location: None`, and the usage fixture gained `total_provider_cost_in_cents: None` -- the fixtures this test calls were NOT traced individually, so a port must re-check them.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
